_id.$oid,writers
573a13a0f29313caabd05504,Honorè de Balzac (story)
573a13a0f29313caabd05504,Lavinia Currier (screenplay)
573a13a0f29313caabd05504,Martin Edmunds (additional script)
573a13a0f29313caabd05534,Aleksandr Petrov (screenplay)
573a13a0f29313caabd05534,Ernest Hemingway (novel)
573a13a0f29313caabd0554d,Carlo Collodi (novel)
573a13a0f29313caabd0555d,David McCumber (book)
573a13a0f29313caabd0555d,Norman Snider (screenplay)
573a13a0f29313caabd0555d,Anne Meredith (screenplay)
573a13a0f29313caabd0555d,David Hollander (screenplay)
573a13a0f29313caabd055be,Peter Lalonde (screenplay)
573a13a0f29313caabd055be,Paul Lalonde (screenplay)
573a13a0f29313caabd055c0,Thomas Rickman (teleplay)
573a13a0f29313caabd055c0,Mitch Albom (based on the book by)
573a13a0f29313caabd055da,Gianfranco De Bosio (screenplay)
573a13a0f29313caabd055da,Gianfranco De Bosio (story)
573a13a0f29313caabd055da,Luigi Squarzina (screenplay)
573a13a0f29313caabd055da,Luigi Squarzina (story)
573a13a0f29313caabd0566d,Irene Mecchi (teleplay)
573a13a0f29313caabd0566d,Thomas Meehan (book)
573a13a0f29313caabd0566d,Martin Charnin (lyrics)
573a13a0f29313caabd05682,Darryl Quarles (story)
573a13a0f29313caabd05682,Darryl Quarles (screenplay)
573a13a0f29313caabd05682,Don Rhymer (screenplay)
573a13a0f29313caabd056b9,Pasquale Plastino
573a13a0f29313caabd056b9,Carlo Verdone
573a13a0f29313caabd056b9,Giovanni Veronesi
573a13a0f29313caabd056df,Mark Edward Edens
573a13a0f29313caabd056e1,Guy Ritchie
573a13a0f29313caabd0571c,Anne Rapp
573a13a0f29313caabd05725,Masahiko Kikuni (comic)
573a13a0f29313caabd05725,Yèichi Nishiyama
573a13a0f29313caabd05725,Akihiko Shiota
573a13a0f29313caabd05736,Brad Anderson
573a13a0f29313caabd05741,Scott Spencer Gordon (screenplay)
573a13a0f29313caabd05741,Hillary Carlip (additional screenplay material)
573a13a0f29313caabd05773,Aviva Kempner
573a13a0f29313caabd05912,Sayat Nova (poems)
573a13a0f29313caabd05912,Sergei Parajanov
573a13a0f29313caabd05983,Katrin Ottarsdèttir
573a13a0f29313caabd059db,Rod Lurie
573a13a0f29313caabd059eb,William Shakespeare (with: inspiration from \King Lear\)
573a13a0f29313caabd059eb,Kristian Levring
573a13a0f29313caabd059eb,Anders Thomas Jensen
573a13a0f29313caabd05a16,Krzysztof Kieslowski
573a13a0f29313caabd05a3a,Nanni Moretti (story)
573a13a0f29313caabd05a3a,Nanni Moretti (screenplay)
573a13a0f29313caabd05a3a,Heidrun Schleef (screenplay)
573a13a0f29313caabd05a3a,Linda Ferri (screenplay)
573a13a0f29313caabd05a3c,Jung-Il Chang (novel)
573a13a0f29313caabd05a3c,Sun-Woo Jang
573a13a0f29313caabd05a47,Glenn O'Brien
573a13a0f29313caabd05a4d,Ted Lewis (novel)
573a13a0f29313caabd05a4d,David McKenna (screenplay)
573a13a0f29313caabd05a65,Dominique Deruddere
573a13a0f29313caabd05a6b,Rubin 'Hurricane' Carter (book)
573a13a0f29313caabd05a6b,Sam Chaiton (book)
573a13a0f29313caabd05a6b,Terry Swinton (book)
573a13a0f29313caabd05a6b,Armyan Bernstein (screenplay)
573a13a0f29313caabd05a6b,Dan Gordon (screenplay)
573a13a0f29313caabd05a9f,Harmony Korine (screenplay)
573a13a0f29313caabd05a9f,Larry Clark (based on stories and characters by)
573a13a0f29313caabd05aa4,Mark Jones (characters)
573a13a0f29313caabd05aa4,William Wells (story)
573a13a0f29313caabd05aa4,Alan Reynolds (story)
573a13a0f29313caabd05aa4,Rob Spera (story)
573a13a0f29313caabd05aa4,Doug Hall (story)
573a13a0f29313caabd05aa4,Doug Hall (screenplay)
573a13a0f29313caabd05aa4,Jon Huffman (screenplay)
573a13a0f29313caabd05acc,Christopher Nolan (screenplay)
573a13a0f29313caabd05acc,Jonathan Nolan (short story \Memento Mori\)
573a13a0f29313caabd05ae1,Stephen Sommers
573a13a0f29313caabd05b01,Xiangsheng Shi
573a13a0f29313caabd05b08,Juan Bonilla (novel)
573a13a0f29313caabd05b08,Mateo Gil
573a13a0f29313caabd05b61,Santiago Amigorena
573a13a0f29313caabd05b61,Gaèlle Macè
573a13a0f29313caabd05b61,Marc Syrigas
573a13a0f29313caabd05b61,Marion Vernoux
573a13a0f29313caabd05b80,Tim Sandlin (novel)
573a13a0f29313caabd05b80,Tim Sandlin (screenplay)
573a13a0f29313caabd05ba5,Stavros Kazantzidis (story)
573a13a0f29313caabd05ba5,Stavros Kazantzidis (screenplay)
573a13a0f29313caabd05ba5,Emma-Kate Croghan (screenplay)
573a13a0f29313caabd05bcb,Alejandro Amenèbar (screenplay)
573a13a0f29313caabd05bcb,Alejandro Amenèbar (story)
573a13a0f29313caabd05bcb,Mateo Gil (story)
573a13a0f29313caabd05be0,William Boyd
573a13a0f29313caabd05bff,Abbas Kiarostami
573a13a0f29313caabd05c16,Pamela Falk
573a13a0f29313caabd05c16,Michael Ellis
573a13a0f29313caabd05c34,Scott Firestone
573a13a0f29313caabd05dd6,Claire Denis
573a13a0f29313caabd05dd6,Jean-Pol Fargeau
573a13a0f29313caabd05dd6,Herman Melville (story)
573a13a0f29313caabd05de6,Mark Protosevich
573a13a0f29313caabd05e37,Daniel Keyes (novel)
573a13a0f29313caabd05e37,John Pielmeier (teleplay)
573a13a0f29313caabd05e52,Johnny Ferguson (screenplay)
573a13a0f29313caabd05e52,Louis Mellis (original screenplay)
573a13a0f29313caabd05e52,David Scinto (original screenplay)
573a13a0f29313caabd05e56,Karen Walton (story)
573a13a0f29313caabd05e56,John Fawcett (story)
573a13a0f29313caabd05e56,Karen Walton
573a13a0f29313caabd05e66,Daniel Waters
573a13a0f29313caabd05e82,Karyn Kusama
573a13a0f29313caabd05e92,Danny Hoch
573a13a0f29313caabd05e9b,David Mamet
573a13a0f29313caabd05ea8,Pierre Jolivet
573a13a0f29313caabd05ea8,Simon Michaèl
573a13a0f29313caabd05ed6,Michel Deville
573a13a0f29313caabd05ed6,Rosalinde Deville
573a13a0f29313caabd05ed6,Martin Winckler (novel)
573a13a0f29313caabd05edb,Frank Cottrell Boyce
573a13a0f29313caabd05f2c,Maggie Greenwald
573a13a0f29313caabd05f2f,Simon Moore (teleplay)
573a13a0f29313caabd05f30,Shin'ya Tsukamoto (screenplay)
573a13a0f29313caabd05f30,Rampo Edogawa (short story \Sèseiji: Aru shikeishè ga kyèkaishi ni uchiaketa hanashi\)
573a13a0f29313caabd05f66,Rodrigo Garcèa
573a13a0f29313caabd05f86,Anita Shreve (novel)
573a13a0f29313caabd05f86,Alice Arlen (screenplay)
573a13a0f29313caabd05f86,Christopher Kyle (screenplay)
573a13a0f29313caabd05f95,Michael Lesy (book)
573a13a0f29313caabd05f95,James Marsh
573a13a0f29313caabd06039,Jon Bernstein
573a13a0f29313caabd06041,Andrea Tonacci
573a13a0f29313caabd06060,Carol Heikkinen
573a13a0f29313caabd06063,Vijay Deveshwar (dialogue associate)
573a13a0f29313caabd06063,K.K. Raina (dialogue)
573a13a0f29313caabd06063,K.K. Raina (screenplay)
573a13a0f29313caabd06063,Anjum Rajabali (screenplay)
573a13a0f29313caabd06063,Rajkumar Santoshi (dialogue)
573a13a0f29313caabd06063,Rajkumar Santoshi (screenplay)
573a13a0f29313caabd06063,Rajkumar Santoshi (story)
573a13a0f29313caabd06068,Steve Worland (story)
573a13a0f29313caabd06068,Hilary Linstead (story)
573a13a0f29313caabd06068,Dein Perry (story)
573a13a0f29313caabd06068,Steve Worland (screenplay)
573a13a0f29313caabd0606b,Zrinko Ogresta
573a13a0f29313caabd0606b,Goran Tribuson
573a13a0f29313caabd06073,Howard Fast (novel)
573a13a0f29313caabd06073,Howard Fast (teleplay)
573a13a0f29313caabd06094,Rajeev Kaul (screenplay)
573a13a0f29313caabd06094,Rajeev Kaul (story)
573a13a0f29313caabd06094,Anwar Khan (dialogue)
573a13a0f29313caabd06094,Praful Parekh (screenplay)
573a13a0f29313caabd06094,Praful Parekh (story)
573a13a0f29313caabd060c6,Carlos Saura
573a13a0f29313caabd060c6,Luigi Scattini (dialogue: Italian version)
573a13a0f29313caabd060d7,Andrew Parkinson
573a13a0f29313caabd060d9,Adrienne Shelly
573a13a0f29313caabd060df,Nathalie Azoulai
573a13a0f29313caabd060df,Olivier Dazat
573a13a0f29313caabd060df,Louis Gardel
573a13a0f29313caabd060df,Jean-Claude Guillebaud
573a13a0f29313caabd060df,Eric Valli (screenplay)
573a13a0f29313caabd06118,Michael Greer
573a13a0f29313caabd06118,Eric Saperston
573a13a0f29313caabd0611b,Jung-Il Chang (novel)
573a13a0f29313caabd0611b,Sun-Woo Jang
573a13a0f29313caabd0613c,Juan Josè Campanella
573a13a0f29313caabd0613c,Fernando Castets
573a13a0f29313caabd06159,Pierre Jolivet
573a13a0f29313caabd06159,Simon Michaèl
573a13a0f29313caabd0615f,Neil Simon (based upon the screenplay by)
573a13a0f29313caabd0615f,Marc Lawrence (screenplay)
573a13a0f29313caabd06187,Philippe Blasband
573a13a0f29313caabd0618e,Hayao Miyazaki
573a13a0f29313caabd061be,Ferreira de Castro (novel)
573a13a0f29313caabd061be,Izaèas Almada (screenplay)
573a13a0f29313caabd061be,Joèo Nunes (screenplay)
573a13a0f29313caabd061c8,Gregory Allen Howard
573a13a0f29313caabd06218,Sergio Bazzini
573a13a0f29313caabd06218,Franco Brusati
573a13a0f29313caabd06264,Mahesh Bhatt (screenplay)
573a13a0f29313caabd06264,Mahesh Bhatt (story)
573a13a0f29313caabd06264,Tanuja Chandra (screenplay)
573a13a0f29313caabd06264,Girish Dhamija (dialogue)
573a13a0f29313caabd06277,Dan Berendsen
573a13a0f29313caabd0627e,Dodie Smith (novel)
573a13a0f29313caabd0627e,Kristen Buckley (story)
573a13a0f29313caabd0627e,Brian Regan (story)
573a13a0f29313caabd0627e,Kristen Buckley (screenplay)
573a13a0f29313caabd0627e,Brian Regan (screenplay)
573a13a0f29313caabd0627e,Bob Tzudiker (screenplay)
573a13a0f29313caabd0627e,Noni White (screenplay)
573a13a0f29313caabd062de,Danièle Thompson
573a13a0f29313caabd062de,Christopher Thompson
573a13a0f29313caabd06353,Rainer Werner Fassbinder (play)
573a13a0f29313caabd06353,Franèois Ozon
573a13a0f29313caabd06377,Tony Gatlif
573a13a0f29313caabd06380,Victor Miller (characters)
573a13a0f29313caabd06380,Todd Farmer
573a13a0f29313caabd06394,William Shakespeare (with: inspiration from \King Lear\)
573a13a0f29313caabd06394,Kristian Levring
573a13a0f29313caabd06394,Anders Thomas Jensen
573a13a0f29313caabd063c3,Vladimir Nabokov (novel)
573a13a0f29313caabd063c3,Peter Berry (screenplay)
573a13a0f29313caabd06434,Sachin Bhowmick (screenplay)
573a13a0f29313caabd06434,Shyam Goel (screenplay)
573a13a0f29313caabd06434,Shyam Goel (story)
573a13a0f29313caabd06434,Javed Siddiqui (dialogue)
573a13a0f29313caabd0648e,Tony Gatlif (screenplay)
573a13a0f29313caabd0648e,Tony Gatlif (story)
573a13a0f29313caabd0648e,David Trueba
573a13a0f29313caabd0654b,Guillaume Laurant (scenario)
573a13a0f29313caabd0654b,Jean-Pierre Jeunet (scenario)
573a13a0f29313caabd0654b,Guillaume Laurant (dialogue)
573a13a0f29313caabd06550,Joby Harold
573a13a0f29313caabd06551,Shyam Goel (screenplay)
573a13a0f29313caabd06551,Neeraj Vora
573a13a0f29313caabd06558,Gary Walkow
573a13a0f29313caabd06587,Steve Worland (story)
573a13a0f29313caabd06587,Hilary Linstead (story)
573a13a0f29313caabd06587,Dein Perry (story)
573a13a0f29313caabd06587,Steve Worland (screenplay)
573a13a0f29313caabd065b8,Jules Feiffer
573a13a1f29313caabd0660a,Rolf de Heer
573a13a1f29313caabd066bb,Gustave Flaubert (novel)
573a13a1f29313caabd066bb,Heidi Thomas (screenplay)
573a13a1f29313caabd066c3,Michael Gilio
573a13a1f29313caabd066c4,Greg Glienna
573a13a1f29313caabd066c4,Mary Ruth Clarke
573a13a1f29313caabd066c4,Greg Glienna (story)
573a13a1f29313caabd066c4,Mary Ruth Clarke (story)
573a13a1f29313caabd066c4,Jim Herzfeld (screenplay)
573a13a1f29313caabd066c4,John Hamburg (screenplay)
573a13a1f29313caabd066cb,Marc Lawrence
573a13a1f29313caabd066cb,Katie Ford
573a13a1f29313caabd066cb,Caryn Lucas
573a13a1f29313caabd0672d,Kuo-fu Chen
573a13a1f29313caabd0672d,Shih-Chieh Chen
573a13a1f29313caabd06765,Kipp Marcus
573a13a1f29313caabd067a4,Tahmineh Milani
573a13a1f29313caabd067b4,Richard Curtis
573a13a1f29313caabd067b4,Ben Elton
573a13a1f29313caabd067c2,Hilary Birmingham
573a13a1f29313caabd067c2,Matt Drake
573a13a1f29313caabd067c2,Tom McNeal (story)
573a13a1f29313caabd06822,Kar Wai Wong (screenplay)
573a13a1f29313caabd0686a,Brian Aldiss (short story \Supertoys Last All Summer Long\)
573a13a1f29313caabd0686a,Ian Watson (screen story)
573a13a1f29313caabd0686a,Steven Spielberg (screenplay)
573a13a1f29313caabd06886,Thomas Bezucha
573a13a1f29313caabd06887,Roger Rueff (play)
573a13a1f29313caabd06887,Roger Rueff (screenplay)
573a13a1f29313caabd0689c,Paul Laverty (screenplay)
573a13a1f29313caabd068ab,George A. Romero
573a13a1f29313caabd068c7,Trent Haaga (screenplay)
573a13a1f29313caabd068c7,Patrick Cassidy (screenplay)
573a13a1f29313caabd068c7,Gabriel Friedman (screenplay)
573a13a1f29313caabd068c7,Lloyd Kaufman (screenplay)
573a13a1f29313caabd068c7,Sean Collins (additional material)
573a13a1f29313caabd068c7,Matt Levin (additional material)
573a13a1f29313caabd068c7,Corey Kalman (additional material)
573a13a1f29313caabd068d7,Jon S. Denny
573a13a1f29313caabd068d7,Jacqueline Feather
573a13a1f29313caabd068d7,David Seidler
573a13a1f29313caabd06920,Greg Harrison
573a13a1f29313caabd06940,Thomas Harris (novel)
573a13a1f29313caabd06940,David Mamet (screenplay)
573a13a1f29313caabd06940,Steven Zaillian (screenplay)
573a13a1f29313caabd069b7,Tricia Fish (screenplay)
573a13a1f29313caabd069c6,Randall Wallace
573a13a1f29313caabd06a03,J. David Stem
573a13a1f29313caabd06a03,David N. Weiss
573a13a1f29313caabd06a03,Jill Gorey
573a13a1f29313caabd06a03,Barbara Herndon
573a13a1f29313caabd06a03,Kate Boutilier
573a13a1f29313caabd06a03,Peter Chung (characters)
573a13a1f29313caabd06a03,Gabor Csupo (characters)
573a13a1f29313caabd06a03,Paul Germain
573a13a1f29313caabd06a03,Arlene Klasky (characters)
573a13a1f29313caabd06a60,Allison Anders
573a13a1f29313caabd06a60,Kurt Voss
573a13a1f29313caabd06ae5,Anne De Salvo
573a13a1f29313caabd06b6c,Paris Qualles
573a13a1f29313caabd06bc8,Phil Alden Robinson
573a13a1f29313caabd06bc8,Stanley Weiser
573a13a1f29313caabd06bcc,Ryètarè Shiba (novel)
573a13a1f29313caabd06bcc,Nagisa èshima
573a13a1f29313caabd06c3f,Tim Meadows
573a13a1f29313caabd06c3f,Dennis McNicholas
573a13a1f29313caabd06c3f,Andrew Steele
573a13a1f29313caabd06c6c,Giuseppe Tornatore (screenplay)
573a13a1f29313caabd06c6c,Luciano Vincenzoni (original story)
573a13a1f29313caabd06ca0,Aditya Chopra (dialogue)
573a13a1f29313caabd06ca0,Aditya Chopra (screenplay)
573a13a1f29313caabd06ca0,Aditya Chopra (story)
573a13a1f29313caabd06ca0,Aditya Chopra
573a13a1f29313caabd06cae,Pablo Trapero
573a13a1f29313caabd06d0a,H.P. Lovecraft (inspiration)
573a13a1f29313caabd06d0a,Raymond Saint-Jean
573a13a1f29313caabd06e22,Gèrard Bitton
573a13a1f29313caabd06e22,Michel Munz
573a13a1f29313caabd06e24,Christopher Guest
573a13a1f29313caabd06e24,Eugene Levy
573a13a1f29313caabd06e51,Kuo-fu Chen
573a13a1f29313caabd06e51,Shih-Chieh Chen
573a13a1f29313caabd06e9d,Michael Davis
573a13a1f29313caabd06efc,Ben Cheung
573a13a1f29313caabd06efc,Matt Chow
573a13a1f29313caabd06efc,Wilson Yip
573a13a1f29313caabd06f52,Patrick Read Johnson (characters)
573a13a1f29313caabd06f52,Charles Edward Pogue (characters)
573a13a1f29313caabd06f52,Shari Goodhartz
573a13a1f29313caabd06f9a,Michael Fleming (book)
573a13a1f29313caabd06f9a,Janet Roach (television story)
573a13a1f29313caabd06f9a,Janet Roach (teleplay)
573a13a1f29313caabd06f9a,Kirk Ellis (teleplay)
573a13a1f29313caabd06fa5,Gordon Chan (story)
573a13a1f29313caabd06fa5,Stu Zicherman (story)
573a13a1f29313caabd06fa5,Stu Zicherman (screenplay)
573a13a1f29313caabd06fa5,Gordon Chan (screenplay)
573a13a1f29313caabd06fa5,San San Ng (script supervisor)
573a13a1f29313caabd06fa9,Solomon Vesta
573a13a1f29313caabd07037,Washington Irving (story)
573a13a1f29313caabd07037,Joe Wiesenfeld
573a13a1f29313caabd07058,Madhu Muttam
573a13a1f29313caabd07070,Ramesh Khatkar (dialogue)
573a13a1f29313caabd07070,Ramesh Khatkar (screenplay)
573a13a1f29313caabd07070,Ramesh Khatkar (story)
573a13a1f29313caabd07070,Vinod Ranganathan (dialogue)
573a13a1f29313caabd07070,Vinod Ranganathan (screenplay)
573a13a1f29313caabd07070,Vinod Ranganathan (story)
573a13a1f29313caabd070b4,Homer (epic poem \The Odyssey\)
573a13a1f29313caabd070b4,Ethan Coen
573a13a1f29313caabd070b4,Joel Coen
573a13a1f29313caabd070bd,Jack Newfield (book)
573a13a1f29313caabd070bd,Kario Salem (teleplay)
573a13a1f29313caabd07121,Todd Phillips
573a13a1f29313caabd07121,Scot Armstrong
573a13a1f29313caabd07154,Stavros Kazantzidis
573a13a1f29313caabd07154,Allanah Zitserman
573a13a1f29313caabd0720e,Shangjun Cai
573a13a1f29313caabd0720e,Yi'nan Diao
573a13a1f29313caabd0720e,Xin Huo
573a13a1f29313caabd0720e,Fendou Liu
573a13a1f29313caabd0720e,Yang Zhang
573a13a1f29313caabd072ad,Spike Lee
573a13a1f29313caabd07345,Hans-Christian Schmid (screenplay)
573a13a1f29313caabd07345,Michael Gutmann (screenplay)
573a13a1f29313caabd07345,Benjamin Lebert (novel)
573a13a1f29313caabd0736e,Jean-Jacques Annaud
573a13a1f29313caabd0736e,Alain Godard
573a13a1f29313caabd074e1,Vitalii Bianki (story)
573a13a1f29313caabd074e1,Eduard Nazarov (screenplay)
573a13a1f29313caabd074e2,Antti Karumo
573a13a1f29313caabd074fd,Nai-Hoi Yau
573a13a1f29313caabd074fd,Laurent Courtiaud
573a13a1f29313caabd074fd,Julien Carbon
573a13a1f29313caabd07539,Cormac Wibberley
573a13a1f29313caabd07539,Marianne Wibberley
573a13a1f29313caabd07567,Colin Bateman (screenplay)
573a13a1f29313caabd075ec,Chris Anastassiades
573a13a1f29313caabd075ec,Nick Giannopoulos
573a13a1f29313caabd075fb,Eduard Nazarov (screenplay)
573a13a1f29313caabd0765d,Sherry Mills (screenplay)
573a13a1f29313caabd0765d,Steve Barron (screenplay)
573a13a1f29313caabd0765d,Tom Benedek (screenplay)
573a13a1f29313caabd0765d,Barry Berman (screenplay)
573a13a1f29313caabd0765d,Carlo Collodi (novel)
573a13a1f29313caabd07685,Jane Walker Wood (story)
573a13a1f29313caabd07685,Steven Manners (story)
573a13a1f29313caabd07685,Jane Walker Wood (screenplay)
573a13a1f29313caabd07685,Steven Manners (screenplay)
573a13a1f29313caabd07685,Gary Sinyor (screenplay)
573a13a1f29313caabd07698,Chantal Akerman (scenario)
573a13a1f29313caabd07698,Eric De Kuyper (scenario)
573a13a1f29313caabd07698,Marcel Proust (inspired by the book \La prisonnière\)
573a13a1f29313caabd076a2,Jean-Pierre Denis
573a13a1f29313caabd076a2,Paulette Houdyer (novel)
573a13a1f29313caabd076a2,Michèle Pètin
573a13a1f29313caabd076a9,Peter Barnes (written for television by)
573a13a1f29313caabd076a9,Charles Dickens (novel)
573a13a1f29313caabd076ba,Michael Haneke
573a13a1f29313caabd076ec,Olivier Assayas
573a13a1f29313caabd076ec,Jacques Chardonne (novel)
573a13a1f29313caabd076ec,Jacques Fieschi
573a13a1f29313caabd07742,Ray 'Cory' Daniels (story)
573a13a1f29313caabd07742,Chris Hudson (story)
573a13a1f29313caabd07742,Kelly Hilaire (story)
573a13a1f29313caabd07742,Robert Adetuyi (screenplay)
573a13a1f29313caabd07747,Jean-Pierre Bacri
573a13a1f29313caabd07747,Agnès Jaoui
573a13a1f29313caabd07752,Isabel Ellsen (book)
573a13a1f29313caabd07752,èlie Chouraqui (screenplay)
573a13a1f29313caabd07752,Didier Le Pècheur (screenplay)
573a13a1f29313caabd07752,Isabel Ellsen (screenplay)
573a13a1f29313caabd07752,Michael Katims (screenplay)
573a13a1f29313caabd07754,Dominik Moll (scenario)
573a13a1f29313caabd07754,Gilles Marchand (scenario)
573a13a1f29313caabd07754,Francis Villain (poem)
573a13a1f29313caabd07766,Sooraj R. Barjatya (dialogue)
573a13a1f29313caabd07766,Sooraj R. Barjatya (screenplay)
573a13a1f29313caabd07766,Sooraj R. Barjatya (story)
573a13a1f29313caabd077c7,Gèrard Jugnot (scenario)
573a13a1f29313caabd077c7,Isabelle Mergault (scenario)
573a13a1f29313caabd077c7,Isabelle Mergault (dialogue)
573a13a1f29313caabd07822,Serge Bramly (novel)
573a13a1f29313caabd07822,Jacques Fieschi
573a13a1f29313caabd07822,Bernard Minoret
573a13a1f29313caabd0784e,Rod Serling
573a13a1f29313caabd0784e,Rod Serling
573a13a1f29313caabd07869,William Saroyan (play)
573a13a1f29313caabd0787d,Rob Hardy
573a13a1f29313caabd0787d,William Packer
573a13a1f29313caabd0787d,Will Power (story)
573a13a1f29313caabd0787d,Valencia Walker
573a13a1f29313caabd0787f,Philippe Balland (book)
573a13a1f29313caabd0787f,Bernard Rapp
573a13a1f29313caabd0787f,Gilles Taurand
573a13a1f29313caabd0788f,Serge Meynard
573a13a1f29313caabd078b5,Jeanne Labrune
573a13a1f29313caabd07941,Chaton Anderson (story)
573a13a1f29313caabd07941,Chaton Anderson (screenplay)
573a13a1f29313caabd0795b,Ilene Chaiken
573a13a1f29313caabd0795e,Michael Radford (screenplay)
573a13a1f29313caabd0795e,David Linter (screenplay)
573a13a1f29313caabd079ea,Jay Cocks (story)
573a13a1f29313caabd079ea,Jay Cocks (screenplay)
573a13a1f29313caabd079ea,Steven Zaillian (screenplay)
573a13a1f29313caabd079ea,Kenneth Lonergan (screenplay)
573a13a1f29313caabd07a70,Amy Heckerling
573a13a1f29313caabd07ad6,Steven Brill
573a13a1f29313caabd07af4,Imogen Kimmel
573a13a1f29313caabd07af4,Catriona McGowan
573a13a1f29313caabd07b3c,M. Night Shyamalan
573a13a1f29313caabd07b3d,Steven Brill
573a13a1f29313caabd07b50,Charles Willeford (novel)
573a13a1f29313caabd07b50,Robinson Devor
573a13a1f29313caabd07b5f,B.S. Johnson
573a13a1f29313caabd07b8a,Cassandra De Jesus (story)
573a13a1f29313caabd07b8a,Abel Ferrara
573a13a1f29313caabd07b8a,Scott Pardo
573a13a1f29313caabd07bb6,Gregory K. Pincus
573a13a1f29313caabd07bd2,Barry W. Blaustein (narrative written by)
573a13a1f29313caabd07c15,Louis L'Amour (book)
573a13a1f29313caabd07c15,Charles Robert Carner (teleplay)
573a13a1f29313caabd07c4e,Barry McEvoy
573a13a1f29313caabd07c52,Herbie Wave (story)
573a13a1f29313caabd07c52,William Ivory (screenplay)
573a13a1f29313caabd07d02,Amos Gitai
573a13a1f29313caabd07d02,Marie-Jose Sanselme
573a13a1f29313caabd07d0b,Thomas Hardy (novel)
573a13a1f29313caabd07d0b,Frank Cottrell Boyce (screenplay)
573a13a1f29313caabd07d3d,Joel Kauffmann
573a13a1f29313caabd07d3d,Donald C. Yost
573a13a1f29313caabd07d8d,Daniel Giat
573a13a1f29313caabd07da7,Hiroshi Takahashi (screenplay)
573a13a1f29313caabd07da7,Kèji Suzuki (novel)
573a13a1f29313caabd07dbf,Vijay Deveshwar (dialogue)
573a13a1f29313caabd07dbf,K.K. Raina (dialogue)
573a13a1f29313caabd07dbf,Anjum Rajabali (dialogue)
573a13a1f29313caabd07dbf,Anjum Rajabali (screenplay)
573a13a1f29313caabd07dbf,Rajkumar Santoshi (dialogue)
573a13a1f29313caabd07dbf,Rajkumar Santoshi (screenplay)
573a13a1f29313caabd07dbf,Rajkumar Santoshi (story)
573a13a1f29313caabd07dcd,Asia Argento
573a13a1f29313caabd07dee,Joe Penhall
573a13a1f29313caabd07eae,Paz Alicia Garciadiego
573a13a1f29313caabd07eae,Lucio Anneo Seneca (play)
573a13a1f29313caabd07eb4,Howard Franklin
573a13a1f29313caabd07ebd,Christopher Guest
573a13a1f29313caabd07ebd,Eugene Levy
573a13a1f29313caabd07ed0,Gaspar Noè
573a13a1f29313caabd07f0a,Cornell Woolrich (novel)
573a13a1f29313caabd07f0a,Michael Cristofer (screenplay)
573a13a1f29313caabd07f23,David Diamond
573a13a1f29313caabd07f23,David Weissman
573a13a1f29313caabd07f43,Timothy Findley (play)
573a13a1f29313caabd07f43,Jeremy Hole
573a13a1f29313caabd07fc0,Shirley Pierce (screenplay)
573a13a1f29313caabd07fc0,Broose Johnson (story)
573a13a1f29313caabd07fc0,Tim Hodge (story)
573a13a1f29313caabd08014,Nevil Shute (novel)
573a13a1f29313caabd08014,John Paxton
573a13a1f29313caabd08014,David Williamson (teleplay)
573a13a1f29313caabd08014,Bill Kerby (teleplay)
573a13a1f29313caabd0806a,Olga Dabrowskè (story)
573a13a1f29313caabd0806a,Petr Zelenka (screenplay)
573a13a1f29313caabd0806a,Petr Zelenka (story)
573a13a1f29313caabd08076,Laura Kasischke (novel)
573a13a1f29313caabd08076,Lynne Stopkewich
573a13a1f29313caabd08098,Jocelyn Moorhouse
573a13a1f29313caabd08098,P.J. Hogan
573a13a1f29313caabd080be,Gary Burns
573a13a1f29313caabd080be,James Martin
573a13a1f29313caabd080be,Patrick McLaughlin (additional writer)
573a13a1f29313caabd0818b,Fyodor Dostoevsky (novel)
573a13a1f29313caabd0818b,Menahem Golan (adaptation)
573a13a1f29313caabd0818b,Menahem Golan (screenplay)
573a13a1f29313caabd0818d,Reggie Rock Bythewood
573a13a1f29313caabd081a8,Joel Soisson (story)
573a13a1f29313caabd081a8,Patrick Lussier (story)
573a13a1f29313caabd081a8,Joel Soisson (screenplay)
573a13a1f29313caabd081ca,Billy Bob Thornton
573a13a1f29313caabd081ca,Tom Epperson
573a13a1f29313caabd0823f,Charlie Kaufman
573a13a1f29313caabd08253,Chad Hayes
573a13a1f29313caabd08253,Carey Hayes
573a13a1f29313caabd0825d,Audrey Wells
573a13a1f29313caabd0825e,Ferdinand Bordewijk (short story \Dreverhaven en Katadreuffe\ and novel \Karakter\)
573a13a1f29313caabd0825e,Mike van Diem (screenplay)
573a13a1f29313caabd0825e,Laurens Geels (screenplay)
573a13a1f29313caabd0825e,Ruud van Megen (screenplay)
573a13a1f29313caabd082c3,Adam Resnick
573a13a1f29313caabd082dd,Harley Peyton
573a13a1f29313caabd082de,Peter Tscherkassky
573a13a1f29313caabd08345,A.A. Milne (characters)
573a13a1f29313caabd08345,Eddie Guzelian (story)
573a13a1f29313caabd08345,Jun Falkenstein (screenplay)
573a13a1f29313caabd08351,Mike Figgis (story)
573a13a1f29313caabd08385,Roddy Doyle
573a13a1f29313caabd0843d,Deborah Pryor
573a13a1f29313caabd084d2,Debra Hill (characters)
573a13a1f29313caabd084d2,John Carpenter (characters)
573a13a1f29313caabd084d2,Larry Brand (story)
573a13a1f29313caabd084d2,Larry Brand (screenplay)
