_id.$oid,writers
573a1398f29313caabce9abb,Neal Israel (story)
573a1398f29313caabce9abb,Pat Proft (screenplay)
573a1398f29313caabce9abb,Pat Proft (story)
573a1398f29313caabce9abb,Pj Torokvei
573a1398f29313caabce9ac0,David Morrell (characters)
573a1398f29313caabce9ac0,Kevin Jarre (story)
573a1398f29313caabce9ac0,Sylvester Stallone (screenplay)
573a1398f29313caabce9ac0,James Cameron (screenplay)
573a1398f29313caabce9ac2,Robert E. Howard (character)
573a1398f29313caabce9ac2,Clive Exton
573a1398f29313caabce9ac2,George MacDonald Fraser
573a1398f29313caabce9acb,Olivier Assayas
573a1398f29313caabce9acb,Andrè Tèchinè
573a1398f29313caabce9ad0,Ninian Dunnett
573a1398f29313caabce9ad5,Richard Sapir (novel)
573a1398f29313caabce9ad5,Warren Murphy (novel)
573a1398f29313caabce9ad5,Christopher Wood
573a1398f29313caabce9ad8,H.P. Lovecraft (story)
573a1398f29313caabce9ad8,Dennis Paoli (screenplay)
573a1398f29313caabce9ad8,William Norris (screenplay)
573a1398f29313caabce9ad8,Stuart Gordon (screenplay)
573a1398f29313caabce9ae2,Robert Dillon
573a1398f29313caabce9ae4,Rudy Ricci (story)
573a1398f29313caabce9ae4,John A. Russo (story)
573a1398f29313caabce9ae4,Russell Streiner (story)
573a1398f29313caabce9ae4,Dan O'Bannon (screenplay)
573a1398f29313caabce9ae7,L. Frank Baum (novels)
573a1398f29313caabce9ae7,Gill Dennis
573a1398f29313caabce9ae7,Walter Murch
573a1398f29313caabce9af0,Sylvester Stallone
573a1398f29313caabce9af8,Dante Alighieri (monologue)
573a1398f29313caabce9af8,Aki Kaurismèki (monologue)
573a1398f29313caabce9af8,Mika Kaurismèki
573a1398f29313caabce9af8,Kari Vèènènen
573a1398f29313caabce9aff,Hugh Wilson
573a1398f29313caabce9b04,Agnès Varda
573a1398f29313caabce9b06,Djordje Milicevic (screenplay)
573a1398f29313caabce9b06,Paul Zindel (screenplay)
573a1398f29313caabce9b06,Edward Bunker (screenplay)
573a1398f29313caabce9b06,Akira Kurosawa (based on a screenplay by)
573a1398f29313caabce9b23,Tony Geiss
573a1398f29313caabce9b23,Judy Freudberg
573a1398f29313caabce9b2c,Claude Berri (French adaptation)
573a1398f29313caabce9b2c,Anne Dutter (French adaptation)
573a1398f29313caabce9b2c,Georges Dutter (French adaptation)
573a1398f29313caabce9b2c,Agenore Incrocci
573a1398f29313caabce9b2c,Simon Mizrahi (French adaptation)
573a1398f29313caabce9b2c,Furio Scarpelli
573a1398f29313caabce9b2c,Mario Tobino (novel)
573a1398f29313caabce9b2d,William Nicholson
573a1398f29313caabce9b2d,Norman Stone (creator)
573a1398f29313caabce9b32,Jane Bernstein
573a1398f29313caabce9b32,Linda Feferman
573a1398f29313caabce9b41,Claude Lanzmann
573a1398f29313caabce9b49,Stephen King (novel)
573a1398f29313caabce9b49,Stephen King (screenplay)
573a1398f29313caabce9b53,Lawrence Kasdan
573a1398f29313caabce9b53,Mark Kasdan
573a1398f29313caabce9b60,Tullio Pinelli (story)
573a1398f29313caabce9b60,Mario Monicelli
573a1398f29313caabce9b60,Tullio Pinelli
573a1398f29313caabce9b60,Leonardo Benvenuti
573a1398f29313caabce9b60,Piero De Bernardi
573a1398f29313caabce9b60,Suso Cecchi D'Amico
573a1398f29313caabce9b60,Jacqueline Lefèvre
573a1398f29313caabce9b63,Joyce Carol Oates (story)
573a1398f29313caabce9b63,Tom Cole (screenplay)
573a1398f29313caabce9b6b,Neil Simon
573a1398f29313caabce9b6d,Roger Christian
573a1398f29313caabce9b6d,Matthew Jacobs
573a1398f29313caabce9b6f,Joel Schumacher
573a1398f29313caabce9b6f,Carl Kurlander
573a1398f29313caabce9b8b,Jeremy Stevens
573a1398f29313caabce9b8b,Mark Reisman
573a1398f29313caabce9b8e,Alessandro Bencivenni
573a1398f29313caabce9b8e,Leonardo Benvenuti
573a1398f29313caabce9b8e,Piero De Bernardi
573a1398f29313caabce9b8e,Neri Parenti
573a1398f29313caabce9b8e,Domenico Saverni
573a1398f29313caabce9b8e,Paolo Villaggio
573a1398f29313caabce9b92,Luc Besson (dialogue)
573a1398f29313caabce9b92,Luc Besson (scenario)
573a1398f29313caabce9b92,Pierre Jolivet (scenario)
573a1398f29313caabce9b92,Alain Le Henry (scenario)
573a1398f29313caabce9b92,Marc Perrier (dialogue)
573a1398f29313caabce9b92,Marc Perrier (scenario)
573a1398f29313caabce9b92,Sophie Schmit (scenario)
573a1398f29313caabce9b97,Robert Getchell
573a1398f29313caabce9bc4,Barry Hines
573a1398f29313caabce9bd4,Gerald Petievich (novel)
573a1398f29313caabce9bd4,William Friedkin (screenplay)
573a1398f29313caabce9bd4,Gerald Petievich (screenplay)
573a1398f29313caabce9be6,Lloyd Kaufman (story)
573a1398f29313caabce9be6,Joe Ritter (screenplay)
573a1398f29313caabce9be6,Lloyd Kaufman (additional material)
573a1398f29313caabce9be6,Gay Partington Terry (additional material)
573a1398f29313caabce9be6,Stuart Strutin (additional material)
573a1398f29313caabce9bea,Horton Foote (screenplay)
573a1398f29313caabce9bea,Horton Foote (play)
573a1398f29313caabce9bed,T'ien-wen Chu
573a1398f29313caabce9bed,Hsiao-hsien Hou
573a1398f29313caabce9bee,Coline Serreau
573a1398f29313caabce9bfa,Alan Rudolph
573a1398f29313caabce9bfe,Jette Rinck (screenplay)
573a1398f29313caabce9bfe,Greg Collins O'Neill (story)
573a1398f29313caabce9bfe,Murray Michaels (story)
573a1398f29313caabce9c09,Veikko Aaltonen
573a1398f29313caabce9c09,Vèinè Linna (novel)
573a1398f29313caabce9c09,Rauni Mollberg
573a1398f29313caabce9c0e,Denis Hamill
573a1398f29313caabce9c0e,John Hamill
573a1398f29313caabce9c0e,James Gregory Kingston (screenplay)
573a1398f29313caabce9c0e,James Gregory Kingston (story)
573a1398f29313caabce9c13,Colin Welland
573a1398f29313caabce9c14,Juliusz Machulski
573a1398f29313caabce9c14,Urs Odermatt (German dialogue)
573a1398f29313caabce9c16,Agustè Villaronga
573a1398f29313caabce9c29,Zdenek Sverèk (story)
573a1398f29313caabce9c29,Zdenek Sverèk (screenplay)
573a1398f29313caabce9c30,Richard Maibaum (screenplay)
573a1398f29313caabce9c30,Michael G. Wilson (screenplay)
573a1398f29313caabce9c43,Damiano Damiani
573a1398f29313caabce9c43,Nicola Badalucco
573a1398f29313caabce9c43,Arduino Maiuri
573a1398f29313caabce9c43,Massimo De Rita
573a1398f29313caabce9c4e,John Hughes
573a1398f29313caabce9c5e,David Hare
573a1398f29313caabce9c65,William Kelley (story)
573a1398f29313caabce9c65,Pamela Wallace (story)
573a1398f29313caabce9c65,Earl W. Wallace (story)
573a1398f29313caabce9c65,Earl W. Wallace (screenplay)
573a1398f29313caabce9c65,William Kelley (screenplay)
573a1398f29313caabce9c67,James Goldman (screenplay)
573a1398f29313caabce9c67,Eric Hughes (screenplay)
573a1398f29313caabce9c67,James Goldman (story)
573a1398f29313caabce9c6e,Raymond Briggs (book)
573a1398f29313caabce9c6e,Raymond Briggs (script)
573a1398f29313caabce9c73,Antonio Accolla (Italian dialogue adaptation)
573a1398f29313caabce9c73,Franco Prosperi (screenplay)
573a1398f29313caabce9c73,Franco Prosperi (story)
573a1398f29313caabce9c7a,Robert Daley (novel)
573a1398f29313caabce9c7a,Oliver Stone (screenplay)
573a1398f29313caabce9c7a,Michael Cimino (screenplay)
573a1398f29313caabce9c9d,Percy Adlon
573a1398f29313caabce9c9d,Gwendolyn von Ambesser (additional writer)
573a1398f29313caabce9ca9,Arthur Conan Doyle (characters)
573a1398f29313caabce9ca9,Chris Columbus (screenplay)
573a1398f29313caabce9d48,David Rayfiel (screenplay)
573a1398f29313caabce9d48,Bertrand Tavernier (screenplay)
573a1398f29313caabce9d48,Colo Tavernier (French translation)
573a1398f29313caabce9d4d,Philippe Djian (novel)
573a1398f29313caabce9d4d,Jean-Jacques Beineix
573a1398f29313caabce9d50,John Cornell (screenplay)
573a1398f29313caabce9d50,Paul Hogan (screenplay)
573a1398f29313caabce9d50,Paul Hogan (story)
573a1398f29313caabce9d50,Ken Shadie (screenplay)
573a1398f29313caabce9d51,Marsha Norman (play)
573a1398f29313caabce9d51,Marsha Norman (screenplay)
573a1398f29313caabce9d54,Helene Hanff (book)
573a1398f29313caabce9d54,James Roose-Evans (play)
573a1398f29313caabce9d54,Hugh Whitemore (screenplay)
573a1398f29313caabce9d5c,Lawrence Block (book)
573a1398f29313caabce9d5c,Oliver Stone (screenplay)
573a1398f29313caabce9d5c,David Lee Henry (screenplay)
573a1398f29313caabce9d66,Elmore Leonard (novel)
573a1398f29313caabce9d66,Elmore Leonard (screenplay)
573a1398f29313caabce9d66,John Steppling (screenplay)
573a1398f29313caabce9d67,Otakar Votocek
573a1398f29313caabce9d67,Alex van Warmerdam
573a1398f29313caabce9d67,Frans Weisz
573a1398f29313caabce9d6b,Andy Jones
573a1398f29313caabce9d6b,Michael Jones
573a1398f29313caabce9d73,Frank Deford (book)
573a1398f29313caabce9d73,Carol Evan McKeand (teleplay)
573a1398f29313caabce9d73,Nigel McKeand (teleplay)
573a1398f29313caabce9d7a,Gerard Soeteman (scenario)
573a1398f29313caabce9d7a,Harry Mulisch (novel)
573a1398f29313caabce9d81,James Cameron (story)
573a1398f29313caabce9d81,David Giler (story)
573a1398f29313caabce9d81,Walter Hill (story)
573a1398f29313caabce9d81,Dan O'Bannon (characters)
573a1398f29313caabce9d81,Ronald Shusett (characters)
573a1398f29313caabce9d81,James Cameron (screenplay)
573a1398f29313caabce9d92,Judy Freudberg (screenplay)
573a1398f29313caabce9d92,Tony Geiss (screenplay)
573a1398f29313caabce9d92,David Kirschner (story)
573a1398f29313caabce9d92,Judy Freudberg (story)
573a1398f29313caabce9d92,Tony Geiss (story)
573a1398f29313caabce9d95,Gregorio Martènez Sierra (libretto)
573a1398f29313caabce9d95,Carlos Saura (screenplay)
573a1398f29313caabce9d95,Antonio Gades (screenplay)
573a1398f29313caabce9d96,Mai Zetterling
573a1398f29313caabce9d9a,Evan Archerd
573a1398f29313caabce9d9a,Jeff Benjamin
573a1398f29313caabce9d9a,Susan Williams
573a1398f29313caabce9d9c,Bigas Luna
573a1398f29313caabce9d9c,Michael Berlin (dialogue)
573a1398f29313caabce9d9e,David Mamet (play)
573a1398f29313caabce9d9e,Tim Kazurinsky (screenplay)
573a1398f29313caabce9d9e,Denise DeClue (screenplay)
573a1398f29313caabce9dbb,Fèrid Boughedir
573a1398f29313caabce9dbb,Nouri Bouzid
573a1398f29313caabce9dbb,Taoufik Jebali (dialogue)
573a1398f29313caabce9dbb,Maryse Leèn Garcèa
573a1398f29313caabce9dce,Leo Garen
573a1398f29313caabce9dce,Jack Baran
573a1398f29313caabce9dd2,Elliott Lewitt (story)
573a1398f29313caabce9dd2,Nicholas Kazan (story)
573a1398f29313caabce9dd2,Nicholas Kazan (screenplay)
573a1398f29313caabce9de7,Glen Pitre
573a1398f29313caabce9df6,John Carpenter (story)
573a1398f29313caabce9df6,John Carpenter (screenplay)
573a1398f29313caabce9df6,Desmond Nakano (screenplay)
573a1398f29313caabce9df6,William Gray (screenplay)
573a1398f29313caabce9df9,Gary Goldman
573a1398f29313caabce9df9,David Z. Weinstein
573a1398f29313caabce9df9,W.D. Richter (adaptation)
573a1398f29313caabce9e02,Rodney Dangerfield (story)
573a1398f29313caabce9e02,Greg Fields (story)
573a1398f29313caabce9e02,Dennis Snee (story)
573a1398f29313caabce9e02,Steven Kampmann (screenplay)
573a1398f29313caabce9e02,William Porter (screenplay)
573a1398f29313caabce9e02,Pj Torokvei (screenplay)
573a1398f29313caabce9e02,Harold Ramis (screenplay)
573a1398f29313caabce9e06,Ross Macdonald (novel)
573a1398f29313caabce9e06,Lukas Heller (screenplay)
573a1398f29313caabce9e06,Walter Hill (screenplay)
573a1398f29313caabce9e0c,Richard Beattie
573a1398f29313caabce9e12,David Lynch (screenplay)
573a1398f29313caabce9e14,Allison Anders
573a1398f29313caabce9e14,Dean Lent
573a1398f29313caabce9e14,Kurt Voss
573a1398f29313caabce9e16,Douglas Bowie
573a1398f29313caabce9e28,Alessandro Capone (screenplay)
573a1398f29313caabce9e28,Alessandro Capone (story)
573a1398f29313caabce9e28,Luca D'Alisera (screenplay)
573a1398f29313caabce9e28,Sheila Goldberg (screenplay)
573a1398f29313caabce9e28,Dardano Sacchetti (screenplay)
573a1398f29313caabce9e2b,John Sheppard (screenplay)
573a1398f29313caabce9e2b,Bryan McCann (screenplay)
573a1398f29313caabce9e32,Nick Castle
573a1398f29313caabce9e34,Peter Sauder
573a1398f29313caabce9e3b,Nicholas Ward Jackson (story)
573a1398f29313caabce9e3b,Derek Jarman
573a1398f29313caabce9e50,Mark Medoff (stage play)
573a1398f29313caabce9e50,Hesper Anderson (screenplay)
573a1398f29313caabce9e50,Mark Medoff (screenplay)
573a1398f29313caabce9e53,Robert Katz (book)
573a1398f29313caabce9e53,Armenia Balducci (screenplay)
573a1398f29313caabce9e53,Robert Katz (screenplay)
573a1398f29313caabce9e53,Giuseppe Ferrara (screenplay)
573a1398f29313caabce9e53,Leonardo Sciascia (book)
573a1398f29313caabce9e72,Michael Frayn (original screenplay)
573a1398f29313caabce9e74,Harry Shearer (story)
573a1398f29313caabce9e74,Tom Leopold (story)
573a1398f29313caabce9e74,Chris Miller (story)
573a1398f29313caabce9e74,David Standish (story)
573a1398f29313caabce9e74,Harold Ramis (screenplay)
573a1398f29313caabce9e74,Brian Doyle-Murray (screenplay)
573a1398f29313caabce9e76,Paula Gosling (novel)
573a1398f29313caabce9e76,Sylvester Stallone (screenplay)
573a1398f29313caabce9e7a,Walter Tevis (novel)
573a1398f29313caabce9e7a,Richard Price (screenplay)
573a1398f29313caabce9e7d,Francis Ryck (novel)
573a1398f29313caabce9e7d,Costa-Gavras (scenario)
573a1398f29313caabce9e90,Beth Henley (screenplay)
573a1398f29313caabce9e90,Beth Henley (play)
573a1398f29313caabce9e91,Domonic Muir (story)
573a1398f29313caabce9e91,Domonic Muir (screenplay)
573a1398f29313caabce9e91,Stephen Herek (screenplay)
573a1398f29313caabce9e91,Don Keith Opper (additional scenes)
573a1398f29313caabce9e9d,John Fusco
573a1398f29313caabce9ea4,Diana Henstell (novel)
573a1398f29313caabce9ea4,Bruce Joel Rubin (screenplay)
573a1398f29313caabce9eb1,James Bruner
573a1398f29313caabce9eb1,Menahem Golan
573a1398f29313caabce9eb6,Linda Remy (screen story)
573a1398f29313caabce9eb6,Eugene Corr (story)
573a1398f29313caabce9eb7,Peter Carey (story)
573a1398f29313caabce9eb7,Peter Smalley (screenplay)
573a1398f29313caabce9ec2,David Brandes (screenplay)
573a1398f29313caabce9ec2,Lewis Colick (screenplay)
573a1398f29313caabce9ec2,Julie Corman (story)
573a1398f29313caabce9ed1,Raymond To
573a1398f29313caabce9edd,Renè Fauchois (play)
573a1398f29313caabce9edd,Paul Mazursky (screenplay)
573a1398f29313caabce9edd,Leon Capetanos (screenplay)
573a1398f29313caabce9ee0,Jim Jarmusch
573a1398f29313caabce9eed,Yilmaz Gèney
573a1398f29313caabce9eef,Denys Arcand
573a1398f29313caabce9eef,Gabriel Arcand (collaborating writer)
573a1398f29313caabce9eef,Mark Blandford (collaborating writer)
573a1398f29313caabce9eef,Jean-Claude Lauzon (collaborating writer)
573a1398f29313caabce9eef,Monique Proulx (collaborating writer)
573a1398f29313caabce9eef,Yvon Rivard (collaborating writer)
573a1398f29313caabce9eef,Catherine Ruelle (collaborating writer)
573a1398f29313caabce9eef,Louise Vandelac (collaborating writer)
573a1398f29313caabce9f15,William Mastrosimone (screenplay)
573a1398f29313caabce9f15,William Mastrosimone (play)
573a1398f29313caabce9f22,Trevor Griffiths
573a1398f29313caabce9f28,John Hughes
573a1398f29313caabce9f38,Mark H. Baker (story)
573a1398f29313caabce9f38,Michael Burton (screenplay)
573a1398f29313caabce9f38,Matt MacManus (screenplay)
573a1398f29313caabce9f3d,George Langelaan (short story)
573a1398f29313caabce9f3d,Charles Edward Pogue (screenplay)
573a1398f29313caabce9f3d,David Cronenberg (screenplay)
573a1398f29313caabce9f42,Everett De Roche (screenplay)
573a1398f29313caabce9f42,Gabrielle Lord (from the novel by)
573a1398f29313caabce9f4d,Tom McLoughlin
573a1398f29313caabce9f4f,Dick Maas
573a1398f29313caabce9f50,H.P. Lovecraft (short story)
573a1398f29313caabce9f50,Brian Yuzna (adaptation)
573a1398f29313caabce9f50,Dennis Paoli (adaptation)
573a1398f29313caabce9f50,Stuart Gordon (adaptation)
573a1398f29313caabce9f50,Dennis Paoli (screenplay)
573a1398f29313caabce9f52,Piotr Szulkin
573a1398f29313caabce9f5a,Francis Veber
573a1398f29313caabce9f5d,Charles Eric Johnson
573a1398f29313caabce9f63,Federico Fellini (story)
573a1398f29313caabce9f63,Tonino Guerra (story)
573a1398f29313caabce9f63,Federico Fellini (screenplay)
573a1398f29313caabce9f63,Tonino Guerra (screenplay)
573a1398f29313caabce9f63,Tullio Pinelli (screenplay)
573a1398f29313caabce9f6e,Sammo Kam-Bo Hung
573a1398f29313caabce9f71,Dennis Feldman
573a1398f29313caabce9f85,Peter Young (story)
573a1398f29313caabce9f85,Vance Gerry (story)
573a1398f29313caabce9f85,Steve Hulett (story)
573a1398f29313caabce9f85,Ron Clements (story)
573a1398f29313caabce9f85,John Musker (story)
573a1398f29313caabce9f85,Bruce Morris (story)
573a1398f29313caabce9f85,Matthew O'Callaghan (story)
573a1398f29313caabce9f85,Burny Mattinson (story)
573a1398f29313caabce9f85,David Michener (story)
573a1398f29313caabce9f85,Mel Shaw (story)
573a1398f29313caabce9f85,Eve Titus (based on \Basil Of Baker Street\)
573a1398f29313caabce9f85,Paul Galdone (based on \Basil Of Baker Street\)
573a1398f29313caabce9f89,Lord Byron (story)
573a1398f29313caabce9f89,Percy Bysshe Shelley (story)
573a1398f29313caabce9f89,Stephen Volk (screenplay)
573a1398f29313caabce9f91,Shirley Sun
573a1398f29313caabce9f91,Peter Wang
573a1398f29313caabce9f96,Woody Allen
573a1398f29313caabce9f9b,Rick King
573a1398f29313caabce9f9b,Robert Mickelson (story)
573a1398f29313caabce9f9d,Edward Behr
573a1398f29313caabce9f9d,Bob Swaim
573a1398f29313caabce9f9d,Paul Theroux (novel)
573a1398f29313caabce9fa1,Gene Wilder
573a1398f29313caabce9fa1,Terence Marsh
573a1398f29313caabce9fa3,Edwin Blum (story)
573a1398f29313caabce9fa3,Lowell Ganz (story)
573a1398f29313caabce9fa3,Babaloo Mandel (story)
573a1398f29313caabce9fa3,Lowell Ganz (screenplay)
573a1398f29313caabce9fa3,Babaloo Mandel (screenplay)
573a1398f29313caabce9fa9,James Carabatsos
573a1398f29313caabce9fbd,Eric Red
573a1398f29313caabce9fbe,Nora Ephron (novel)
573a1398f29313caabce9fbe,Nora Ephron (screenplay)
573a1398f29313caabce9fc1,Eliseo Subiela
573a1398f29313caabce9fcd,Steve Gerber (Marvel comics character: Howard the Duck)
573a1398f29313caabce9fcd,Willard Huyck
573a1398f29313caabce9fcd,Gloria Katz
573a1398f29313caabce9fd5,Fred Dekker (story)
573a1398f29313caabce9fd5,Ethan Wiley (screenplay)
573a1398f29313caabce9fd8,Angelo Pizzo
573a1398f29313caabce9fef,Ales Adamovich (screenplay)
573a1398f29313caabce9fef,Ales Adamovich (story)
573a1398f29313caabce9fef,Elem Klimov (screenplay)
573a1398f29313caabce9ff3,Marco Ferreri (original idea)
573a1398f29313caabce9ff3,Enrico Oldoini (scenario & adaptation and dialogue)
573a1398f29313caabce9ff3,Didier Kaminka (scenario & adaptation and dialogue)
573a1398f29313caabce9ff3,Marco Ferreri (scenario & adaptation and dialogue)
573a1398f29313caabce9ffe,Richard Blake (based on a screenplay by)
573a1398f29313caabce9ffe,Dan O'Bannon (screenplay)
573a1398f29313caabce9ffe,Don Jakoby (screenplay)
573a1398f29313caabcea018,Rocco Urbisci
573a1398f29313caabcea018,Paul Mooney
573a1398f29313caabcea018,Richard Pryor
573a1398f29313caabcea01c,Claude Berri (adaptation)
573a1398f29313caabcea01c,Gèrard Brach (adaptation)
573a1398f29313caabcea01c,Marcel Pagnol (novel)
573a1398f29313caabcea033,Luc Besson
573a1398f29313caabcea033,Didier Grousset
573a1398f29313caabcea037,Robert Mark Kamen
573a1398f29313caabcea037,Robert Mark Kamen (characters created by)
573a1398f29313caabcea049,Georgiy Daneliya
573a1398f29313caabcea049,Revaz Gabriadze
573a1398f29313caabcea054,Aleksandr Borodyanskiy
573a1398f29313caabcea054,Karen Shakhnazarov (novel)
573a1398f29313caabcea05c,Dennis Lee (story)
573a1398f29313caabcea05c,Jim Henson (story)
573a1398f29313caabcea05c,Terry Jones (screenplay)
573a1398f29313caabcea05e,Merian C. Cooper (character)
573a1398f29313caabcea05e,Steven Pressfield (screenplay)
573a1398f29313caabcea05e,Steven Pressfield (story)
573a1398f29313caabcea05e,Ronald Shusett (screenplay)
573a1398f29313caabcea05e,Ronald Shusett (story)
573a1398f29313caabcea05e,Edgar Wallace (character)
573a1398f29313caabcea05f,Hsiao-Yeh
573a1398f29313caabcea05f,Edward Yang
573a1398f29313caabcea079,Ivan Reitman (story)
573a1398f29313caabcea079,Jim Cash (story)
573a1398f29313caabcea079,Jack Epps Jr. (story)
573a1398f29313caabcea079,Jim Cash (screenplay)
573a1398f29313caabcea079,Jack Epps Jr. (screenplay)
573a1398f29313caabcea084,Andrè Tèchinè
573a1398f29313caabcea084,Pascal Bonitzer
573a1398f29313caabcea084,Olivier Assayas
573a1398f29313caabcea08a,Lee David Zlotoff (story)
573a1398f29313caabcea08a,Tom Ackermann (story)
573a1398f29313caabcea08a,Everett De Roche
573a1398f29313caabcea08d,Raymond Fung
573a1398f29313caabcea08d,Clifton Ko
573a1398f29313caabcea08f,Howard Ashman (screenplay)
573a1398f29313caabcea08f,Howard Ashman (musical play \Little Shop of Horrors\)
573a1398f29313caabcea08f,Roger Corman (based on the film by)
573a1398f29313caabcea08f,Charles B. Griffith
573a1398f29313caabcea091,T'ien-wen Chu
573a1398f29313caabcea091,Nien-Jen Wu
573a1398f29313caabcea095,Barry Wong
573a1398f29313caabcea0a7,David Seltzer
573a1398f29313caabcea0a8,John Lasseter
573a1398f29313caabcea0b0,Barry Wong (original story)
573a1398f29313caabcea0b0,Edward Tang (screenplay)
573a1398f29313caabcea0b0,Cheuk-Hon Szeto (screenplay)
573a1398f29313caabcea0b0,Ken Lowe (screenplay)
573a1398f29313caabcea0b0,John Sheppard (screenplay)
573a1398f29313caabcea0b0,Rod Dean (english adaptation)
573a1398f29313caabcea0b5,Hans Christian Andersen (story)
573a1398f29313caabcea0b5,Pèivi Hartzell (dialogue)
573a1398f29313caabcea0b5,Jukka Kemppinen (dialogue)
573a1398f29313caabcea0b5,Juha Siltanen (dialogue)
573a1398f29313caabcea0ba,Thomas Harris (novel)
573a1398f29313caabcea0ba,Michael Mann (screenplay)
573a1398f29313caabcea0c0,Marshall Brickman
573a1398f29313caabcea0c0,Thomas Baum
573a1398f29313caabcea0ca,Claude Berri (adaptation)
573a1398f29313caabcea0ca,Gèrard Brach (adaptation)
573a1398f29313caabcea0ca,Marcel Pagnol (novel)
573a1398f29313caabcea0ce,Pedro Almodèvar (story)
573a1398f29313caabcea0ce,Jesès Ferrero (screenplay)
573a1398f29313caabcea0ce,Pedro Almodèvar (screenplay)
573a1398f29313caabcea0da,Leos Carax
573a1398f29313caabcea0de,Stephen King (short story \Trucks\)
573a1398f29313caabcea0de,Stephen King
573a1398f29313caabcea0df,Henri Bernstein (play)
573a1398f29313caabcea0df,Alain Resnais (adaptation)
573a1398f29313caabcea0e0,Theodoros Angelopoulos
573a1398f29313caabcea0e0,Tonino Guerra
573a1398f29313caabcea0e0,Dimitris Nollas
573a1398f29313caabcea103,Neil Jordan (screenplay)
573a1398f29313caabcea103,David Leland (screenplay)
573a1398f29313caabcea10b,Bob Dahlin (story)
573a1398f29313caabcea111,Robert Bolt (original story & screenplay)
573a1398f29313caabcea121,Mani Ratnam
573a1398f29313caabcea123,Paul Theroux (novel)
573a1398f29313caabcea123,Paul Schrader (screenplay)
573a1398f29313caabcea135,Hanif Kureishi (by)
573a1398f29313caabcea144,Umberto Eco (novel)
573a1398f29313caabcea144,Andrew Birkin (screenplay)
573a1398f29313caabcea144,Gèrard Brach (screenplay)
573a1398f29313caabcea144,Howard Franklin (screenplay)
573a1398f29313caabcea144,Alain Godard (screenplay)
573a1398f29313caabcea14f,Yang-Ping Shi (screenplay)
573a1398f29313caabcea14f,Yeung-Ping Sze
573a1398f29313caabcea156,Richard Wesley
573a1398f29313caabcea156,Richard Wright (novel)
573a1398f29313caabcea157,James Carabatsos
573a1398f29313caabcea16a,Kent Stowell (conceived by)
573a1398f29313caabcea16a,Maurice Sendak (conceived by)
573a1398f29313caabcea16a,E.T.A. Hoffmann (story)
573a1398f29313caabcea16b,Sarah Kernochan
573a1398f29313caabcea16b,Zalman King
573a1398f29313caabcea16b,Patricia Louisianna Knop
573a1398f29313caabcea16b,Elizabeth McNeill (novel)
573a1398f29313caabcea171,Rick Podell
573a1398f29313caabcea171,Michael Preminger
573a1398f29313caabcea181,Andrei Tarkovsky (scenario)
573a1398f29313caabcea19e,Arrigo Boito (libretto)
573a1398f29313caabcea19e,Franco Zeffirelli (adaptation)
573a1398f29313caabcea19e,Masolino D'Amico (adapted for the screen by)
573a1398f29313caabcea1b1,Torgny Lindgren (novel)
573a1398f29313caabcea1b1,Bo Widerberg (screenplay)
573a1398f29313caabcea1b7,Bill Sherwood
573a1398f29313caabcea1bd,Walter Kempley
573a1398f29313caabcea1bd,Matthias Seelig
573a1398f29313caabcea1c4,Jerry Leichtling
573a1398f29313caabcea1c4,Arlene Sarner
573a1398f29313caabcea1c9,Gèrard Blain
573a1398f29313caabcea1c9,Mohamed Bouchibi
573a1398f29313caabcea1c9,Michel Marmin
573a1398f29313caabcea1cc,Lyle Gorch (screenplay)
573a1398f29313caabcea1cc,Stephen Peters (novel)
573a1398f29313caabcea1cf,Konstantin Lopushanskiy
573a1398f29313caabcea1cf,Vyacheslav Rybakov
573a1398f29313caabcea1cf,Boris Strugatskiy
573a1398f29313caabcea1db,Anne Collins (teleplay)
573a1398f29313caabcea1db,Dean Hargrove (story)
573a1398f29313caabcea1db,Joel Steiger (story)
573a1398f29313caabcea1db,Erle Stanley Gardner (characters creator)
573a1398f29313caabcea1dd,Oliver Stone
573a1398f29313caabcea1e0,Neal Israel (characters creator)
573a1398f29313caabcea1e0,Pat Proft (characters creator)
573a1398f29313caabcea1e0,Gene Quintano
573a1398f29313caabcea1e1,Michael Grais
573a1398f29313caabcea1e1,Mark Victor
573a1398f29313caabcea1e2,John Brownjohn (screenplay)
573a1398f29313caabcea1e2,Gèrard Brach
573a1398f29313caabcea1e2,Roman Polanski
573a1398f29313caabcea1eb,Peter Gawler (screenplay)
573a1398f29313caabcea1eb,Irwin Lane
573a1398f29313caabcea1eb,Ruth Park (novel)
573a1398f29313caabcea1f2,Richard Friedenberg (teleplay)
573a1398f29313caabcea1f2,Ken Blackwell (story)
573a1398f29313caabcea1f2,Tennyson Flowers (story)
573a1398f29313caabcea1f4,David Himmelstein
573a1398f29313caabcea1f8,John Hughes
573a1398f29313caabcea201,Everett De Roche
573a1398f29313caabcea209,Albert Pyun
573a1398f29313caabcea212,Sam Bernard
573a1398f29313caabcea212,Geoffrey Edwards
573a1398f29313caabcea217,Charles Edward Pogue
573a1398f29313caabcea217,Robert Bloch (characters)
573a1398f29313caabcea21c,Markus Imhoof
573a1398f29313caabcea21c,Bernward Vesper (novel)
573a1398f29313caabcea21c,Martin Wiebel
573a1398f29313caabcea21d,Clive Barker (screenplay)
